order_id,customer_id,order_date,city,city_tier,category,order_value,is_cod,is_returned,delivery_days,shipping_cost
ORD209251,CUST115391,2024-06-10,Kochi,2,Body Care,814.02,True,False,3.3,60.42
ORD209252,CUST115391,2024-06-17,Kochi,2,Body Care,432.99,True,True,6.5,101.55
ORD209253,CUST115391,2025-03-29,Kochi,2,Body Care,653.09,True,True,5.5,96.29
ORD209254,CUST115391,2025-12-30,Kochi,2,Body Care,523.99,True,False,4.5,73.08
ORD209255,CUST115391,2024-06-09,Kochi,2,Face Care,671.66,True,False,1.7,43.48
ORD209256,CUST115391,2024-07-23,Kochi,2,Body Care,387.46,True,False,4.3,71.94
ORD209257,CUST115391,2024-12-06,Kochi,2,Combo/Kit,1656.4,True,False,3.9,66.88
ORD209258,CUST115391,2025-04-05,Kochi,2,Face Care,385.62,True,True,2.4,51.22
ORD209259,CUST115391,2025-09-30,Kochi,2,Face Care,792.68,True,False,7.3,110.1
ORD209261,CUST134057,2024-06-07,Ranchi,3,Face Care,1084.88,False,False,4.1,87.67
ORD209262,CUST134057,2024-06-30,Ranchi,3,Combo/Kit,2216.08,True,False,6.0,92.36
ORD209263,CUST133131,2024-06-09,Hyderabad,1,Face Care,600.42,False,False,3.0,67.75
ORD209264,CUST133131,2024-06-24,Hyderabad,1,Face Care,603.45,True,False,2.9,53.2
ORD209265,CUST133131,2024-10-29,Hyderabad,1,Face Care,902.96,True,False,3.8,76.63
ORD209267,CUST124149,2024-06-09,Kolkata,1,Face Care,881.38,True,True,3.9,71.18
ORD209268,CUST124149,2024-08-20,Kolkata,1,Body Care,401.39,False,False,1.1,55.63
ORD209269,CUST104039,2024-06-06,Jaipur,2,Combo/Kit,627.56,True,True,2.8,53.1
ORD209270,CUST104039,2024-07-27,Jaipur,2,Sunscreen,276.97,True,True,2.4,53.02
ORD209271,CUST104039,2024-10-12,Jaipur,2,Face Care,436.97,True,False,3.3,69.52
ORD209272,CUST104039,2024-09-29,Jaipur,2,Face Care,775.85,False,True,4.1,72.29
ORD209274,CUST106571,2024-06-07,Ahmedabad,1,Body Care,630.99,False,False,3.6,63.5
ORD209275,CUST106571,2025-01-04,Ahmedabad,1,Combo/Kit,783.52,True,False,1.4,57.51
ORD209276,CUST106571,2024-06-22,Ahmedabad,1,Face Care,983.57,False,False,1.0,44.48
ORD209277,CUST106571,2025-03-15,Ahmedabad,1,Body Care,384.37,True,True,3.3,63.65
ORD209279,CUST105419,2024-06-09,Raipur,3,Body Care,250.13,False,False,7.0,97.52
ORD209280,CUST105419,2024-06-09,Raipur,3,Face Care,404.71,False,False,5.1,83.72
ORD209281,CUST105419,2024-10-09,Raipur,3,Sunscreen,542.11,False,True,5.7,81.92
ORD209282,CUST117596,2024-06-09,Chandigarh,2,Combo/Kit,1250.91,False,False,2.8,58.4
ORD209283,CUST117596,2024-07-18,Chandigarh,2,Body Care,713.95,False,False,4.5,74.6
ORD209284,CUST117596,2025-12-07,Chandigarh,2,Body Care,488.11,True,False,4.5,74.68
ORD209285,CUST117596,2025-10-05,Chandigarh,2,Face Care,815.81,False,False,3.5,71.52
ORD209287,CUST133174,2024-06-08,Kolkata,1,Body Care,553.19,False,False,2.5,51.46
ORD209288,CUST133174,2024-09-20,Kolkata,1,Face Care,927.74,True,False,1.7,49.64
ORD209289,CUST133174,2025-01-09,Kolkata,1,Face Care,798.19,False,False,2.2,52.69
ORD209291,CUST123123,2024-06-06,Pune,1,Face Care,789.71,False,False,2.7,58.47
ORD209292,CUST123123,2024-09-28,Pune,1,Sunscreen,671.31,True,False,2.6,62.69
ORD209293,CUST123123,2025-03-14,Pune,1,Face Care,618.64,False,False,1.0,40.35
ORD209294,CUST123123,2024-09-14,Pune,1,Hair Care,726.3,False,False,1.8,43.41
ORD209295,CUST123123,2025-01-24,Pune,1,Sunscreen,793.88,True,False,1.3,49.24
ORD209297,CUST108398,2024-06-06,Bhopal,2,Body Care,776.49,False,False,3.0,59.85
ORD209298,CUST108398,2024-07-06,Bhopal,2,Hair Care,508.63,True,False,4.8,81.99
ORD209299,CUST108398,2024-11-11,Bhopal,2,Combo/Kit,1551.5,True,True,4.0,67.69
ORD209300,CUST108398,2024-12-17,Bhopal,2,Sunscreen,350.72,True,False,1.0,38.67
ORD209301,CUST108398,2024-09-15,Bhopal,2,Face Care,733.87,True,True,3.4,68.89
ORD209303,CUST133782,2024-06-07,Chandigarh,2,Combo/Kit,995.91,True,False,4.0,71.03
ORD209304,CUST133782,2024-07-24,Chandigarh,2,Face Care,445.99,True,False,3.7,68.39
ORD209305,CUST133782,2025-01-20,Chandigarh,2,Hair Care,471.04,True,False,3.9,70.79
ORD209306,CUST133782,2024-06-22,Chandigarh,2,Hair Care,390.42,True,False,3.9,70.86
ORD209307,CUST133782,2024-08-18,Chandigarh,2,Combo/Kit,1253.75,False,False,2.3,50.46
ORD209308,CUST133782,2025-02-07,Chandigarh,2,Face Care,392.14,False,True,5.4,79.43
ORD209309,CUST133782,2025-11-22,Chandigarh,2,Combo/Kit,1522.18,False,False,3.0,69.84
ORD209311,CUST129955,2024-06-08,Vadodara,2,Combo/Kit,887.04,False,True,4.0,80.03
ORD209312,CUST129955,2024-09-03,Vadodara,2,Body Care,486.97,True,True,1.4,43.01
ORD209313,CUST129955,2024-10-24,Vadodara,2,Face Care,666.91,True,False,4.9,77.28
ORD209314,CUST129955,2024-10-14,Vadodara,2,Hair Care,241.95,True,False,4.3,71.43
ORD209316,CUST108456,2024-06-06,Raipur,3,Face Care,597.17,True,False,6.6,100.19
ORD209317,CUST108456,2024-08-09,Raipur,3,Combo/Kit,412.35,True,True,6.9,98.75
ORD209318,CUST108456,2024-07-05,Raipur,3,Face Care,306.91,True,True,5.7,80.53
ORD209319,CUST108456,2025-10-18,Raipur,3,Body Care,333.85,True,False,5.9,96.48
ORD209320,CUST108456,2025-04-28,Raipur,3,Face Care,455.0,True,False,1.9,52.69
ORD209322,CUST121207,2024-06-08,Jaipur,2,Body Care,628.02,True,False,2.3,56.24
ORD209323,CUST121207,2024-10-29,Jaipur,2,Face Care,739.66,True,True,2.6,62.25
ORD209324,CUST128715,2024-06-09,Jabalpur,3,Face Care,515.24,True,False,5.4,92.99
ORD209325,CUST128715,2024-07-24,Jabalpur,3,Face Care,541.33,True,True,4.4,81.57
ORD209326,CUST128715,2024-07-20,Jabalpur,3,Face Care,547.86,True,False,7.2,91.63
ORD209327,CUST128715,2025-02-06,Jabalpur,3,Combo/Kit,773.77,True,True,5.6,84.62
ORD209328,CUST128715,2025-07-12,Jabalpur,3,Combo/Kit,731.94,True,False,6.6,106.25
ORD209330,CUST109313,2024-06-06,Pune,1,Face Care,576.71,False,False,1.7,54.73
ORD209331,CUST109313,2024-07-07,Pune,1,Body Care,673.14,True,False,2.9,52.28
ORD209332,CUST109313,2024-10-14,Pune,1,Face Care,982.22,True,False,1.8,56.99
ORD209333,CUST109313,2024-12-12,Pune,1,Hair Care,308.21,False,True,1.0,47.81
ORD209335,CUST122796,2024-06-07,Vadodara,2,Face Care,595.76,True,True,2.4,56.88
ORD209336,CUST122796,2024-07-12,Vadodara,2,Hair Care,377.0,True,False,1.5,58.93
ORD209337,CUST122796,2025-10-06,Vadodara,2,Combo/Kit,1907.83,False,False,4.0,77.06
ORD209338,CUST122796,2024-08-11,Vadodara,2,Face Care,434.03,True,False,3.5,62.46
ORD209340,CUST139728,2024-06-09,Chennai,1,Sunscreen,692.53,True,False,3.2,66.07
ORD209341,CUST139728,2024-07-07,Chennai,1,Body Care,448.49,True,True,3.2,55.92
ORD209342,CUST139728,2024-06-24,Chennai,1,Combo/Kit,1241.55,True,False,3.7,61.23
ORD209343,CUST139728,2024-07-02,Chennai,1,Face Care,640.58,False,False,2.1,63.1
ORD209344,CUST139728,2024-07-20,Chennai,1,Combo/Kit,1152.16,True,False,2.9,63.06
ORD209346,CUST116173,2024-06-10,Dehradun,3,Sunscreen,311.67,False,False,7.2,98.24
ORD209347,CUST116173,2024-11-04,Dehradun,3,Combo/Kit,1406.57,True,False,5.9,83.99
ORD209348,CUST116173,2024-08-02,Dehradun,3,Combo/Kit,926.02,True,False,4.8,82.96
ORD209349,CUST116173,2024-06-09,Dehradun,3,Body Care,434.36,True,False,7.8,113.39
ORD209351,CUST136943,2024-06-11,Mumbai,1,Body Care,714.08,False,False,3.4,77.39
ORD209352,CUST131705,2024-06-10,Delhi,1,Body Care,333.45,False,False,1.4,44.94
ORD209353,CUST131705,2024-07-10,Delhi,1,Body Care,450.31,True,False,5.1,82.81
ORD209354,CUST131705,2024-06-11,Delhi,1,Body Care,624.59,False,False,2.2,54.73
ORD209355,CUST133724,2024-06-08,Delhi,1,Body Care,498.57,True,False,2.0,51.29
ORD209356,CUST133724,2024-07-21,Delhi,1,Hair Care,1054.21,True,False,1.6,42.83
ORD209357,CUST133724,2024-10-24,Delhi,1,Combo/Kit,896.77,True,False,1.0,45.4
ORD209358,CUST133724,2024-06-17,Delhi,1,Face Care,1008.59,False,False,2.7,70.91
ORD209359,CUST133724,2025-01-15,Delhi,1,Face Care,596.55,False,False,3.1,60.65
ORD209361,CUST121037,2024-06-10,Jodhpur,3,Face Care,375.24,True,False,5.4,80.69
ORD209362,CUST121037,2024-10-14,Jodhpur,3,Sunscreen,395.7,True,True,4.4,76.43
ORD209364,CUST115121,2024-06-09,Bangalore,1,Hair Care,496.05,False,False,2.7,57.42
ORD209365,CUST115121,2024-06-22,Bangalore,1,Hair Care,608.56,False,False,2.7,56.73
ORD209366,CUST115121,2024-09-30,Bangalore,1,Face Care,321.04,True,False,3.9,62.92
ORD209367,CUST115121,2024-07-13,Bangalore,1,Body Care,732.84,True,False,4.3,78.41
ORD209368,CUST115121,2024-07-05,Bangalore,1,Combo/Kit,1436.3,False,True,1.4,45.31
ORD209369,CUST115121,2025-04-11,Bangalore,1,Face Care,439.08,True,False,1.8,58.36
ORD209370,CUST115121,2025-05-03,Bangalore,1,Hair Care,656.86,False,False,2.2,52.94
ORD209372,CUST105680,2024-06-09,Chennai,1,Body Care,804.83,True,False,1.4,45.31
ORD209373,CUST105680,2024-07-17,Chennai,1,Combo/Kit,1390.66,True,False,1.1,43.92
ORD209374,CUST105680,2025-04-02,Chennai,1,Face Care,785.21,False,False,2.0,38.79
ORD209376,CUST125581,2024-06-07,Indore,2,Body Care,311.41,False,False,3.2,59.68
ORD209377,CUST125581,2024-07-19,Indore,2,Combo/Kit,633.85,False,False,4.2,67.33
ORD209378,CUST125581,2025-02-16,Indore,2,Combo/Kit,1104.46,False,False,5.7,85.22
ORD209379,CUST125581,2024-08-20,Indore,2,Body Care,1045.61,True,True,5.4,77.37
ORD209380,CUST125581,2025-05-31,Indore,2,Face Care,562.03,True,False,4.6,76.23
ORD209381,CUST125581,2025-09-17,Indore,2,Face Care,711.94,True,True,,88.77
ORD209383,CUST105647,2024-06-09,Ranchi,3,Hair Care,199.0,True,False,2.9,68.84
ORD209384,CUST105647,2024-07-01,Ranchi,3,Hair Care,258.75,True,False,5.5,88.48
ORD209385,CUST105647,2024-11-24,Ranchi,3,Face Care,784.39,True,True,6.2,91.75
ORD209387,CUST105618,2024-06-08,Delhi,1,Body Care,392.91,True,False,3.7,76.13
ORD209388,CUST105618,2024-07-15,Delhi,1,Combo/Kit,2252.96,True,False,3.3,64.5
ORD209389,CUST105618,2024-09-24,Delhi,1,Face Care,574.61,True,False,1.7,50.42
ORD209390,CUST100180,2024-06-11,Pune,1,Face Care,974.7,True,False,2.5,50.15
ORD209391,CUST100180,2024-07-24,Pune,1,Face Care,792.46,True,False,1.2,42.35
ORD209392,CUST100180,2024-07-21,Pune,1,Body Care,692.67,True,False,2.6,53.51
ORD209393,CUST100180,2024-06-11,Pune,1,Hair Care,744.02,True,False,2.2,48.26
ORD209394,CUST100180,2025-03-22,Pune,1,Sunscreen,458.95,True,True,1.3,39.19
ORD209395,CUST100180,2024-06-30,Pune,1,Face Care,623.46,True,False,1.5,44.18
ORD209396,CUST100180,2025-08-04,Pune,1,Combo/Kit,2151.41,True,False,3.6,68.77
ORD209398,CUST132799,2024-06-11,Kota,3,Hair Care,575.26,True,False,7.2,97.64
ORD209399,CUST132799,2024-09-05,Kota,3,Hair Care,364.49,True,False,5.6,92.64
ORD209400,CUST132799,2024-10-16,Kota,3,Face Care,406.63,True,False,7.5,98.49
ORD209401,CUST132799,2025-08-12,Kota,3,Hair Care,509.51,True,False,6.5,95.96
ORD209402,CUST132799,2025-05-09,Kota,3,Combo/Kit,902.35,False,True,4.4,73.52
ORD209404,CUST126549,2024-06-09,Kolkata,1,Hair Care,260.01,False,True,1.6,52.99
ORD209405,CUST126549,2024-06-24,Kolkata,1,Face Care,781.83,False,True,1.0,49.17
ORD209406,CUST126549,2024-06-26,Kolkata,1,Hair Care,642.13,False,False,1.6,55.87
ORD209407,CUST126549,2025-02-17,Kolkata,1,Body Care,950.91,True,False,4.3,76.82
ORD209408,CUST126549,2024-11-06,Kolkata,1,Face Care,1236.2,False,False,1.0,37.86
ORD209410,CUST118737,2024-06-09,Jaipur,2,Hair Care,570.58,False,False,4.2,74.99
ORD209411,CUST118737,2024-06-10,Jaipur,2,Body Care,324.07,False,False,4.4,70.1
ORD209412,CUST118737,2024-06-27,Jaipur,2,Face Care,673.45,True,True,3.6,67.81
ORD209413,CUST118737,2024-10-03,Jaipur,2,Combo/Kit,1174.92,True,True,3.1,60.86
ORD209414,CUST118737,2024-10-14,Jaipur,2,Hair Care,569.54,True,False,3.3,63.37
ORD209416,CUST112336,2024-06-11,Hyderabad,1,Hair Care,1084.01,False,False,4.4,78.19
ORD209417,CUST112336,2024-07-17,Hyderabad,1,Sunscreen,464.76,True,False,2.1,51.71
ORD209418,CUST112336,2024-09-20,Hyderabad,1,Body Care,659.37,True,False,2.8,60.14
ORD209419,CUST134715,2024-06-07,Pune,1,Face Care,1006.44,True,True,1.0,41.73
ORD209420,CUST134715,2024-06-11,Pune,1,Face Care,469.06,False,True,3.4,59.83
ORD209421,CUST134715,2025-02-26,Pune,1,Body Care,842.07,True,False,1.4,47.52
ORD209422,CUST134715,2025-10-02,Pune,1,Combo/Kit,1186.67,False,False,3.3,71.93
ORD209424,CUST111533,2024-06-09,Nagpur,2,Hair Care,478.74,True,False,3.5,64.14
ORD209425,CUST111533,2024-09-18,Nagpur,2,Hair Care,376.17,False,False,3.4,62.35
ORD209426,CUST111533,2024-08-30,Nagpur,2,Face Care,823.67,True,True,4.8,81.91
ORD209427,CUST111533,2025-04-05,Nagpur,2,Combo/Kit,996.57,True,False,4.2,72.88
ORD209428,CUST111533,2024-10-24,Nagpur,2,Combo/Kit,693.0,False,False,5.1,79.86
ORD209429,CUST111533,2025-10-13,Nagpur,2,Face Care,441.16,True,False,5.6,83.66
ORD209430,CUST111533,2025-12-13,Nagpur,2,Face Care,451.6,True,False,4.9,85.87
ORD209431,CUST136009,2024-06-09,Kolkata,1,Body Care,437.96,True,False,1.6,41.7
ORD209432,CUST136009,2024-06-11,Kolkata,1,Hair Care,530.15,False,False,1.4,40.85
ORD209433,CUST136009,2024-08-08,Kolkata,1,Face Care,855.75,True,False,2.0,53.67
ORD209435,CUST101608,2024-06-10,Vijayawada,2,Face Care,460.45,False,False,4.3,71.2
ORD209436,CUST101608,2024-07-20,Vijayawada,2,Body Care,406.23,False,True,2.8,60.47
ORD209437,CUST101608,2024-07-13,Vijayawada,2,Face Care,445.33,False,False,4.6,79.83
ORD209438,CUST101608,2025-05-03,Vijayawada,2,Body Care,649.95,False,False,5.9,92.71
ORD209439,CUST101608,2025-08-17,Vijayawada,2,Combo/Kit,1135.8,True,False,3.8,63.28
ORD209440,CUST101608,2024-06-21,Vijayawada,2,Body Care,617.41,True,False,3.2,69.94
ORD209441,CUST101608,2025-12-15,Vijayawada,2,Combo/Kit,1232.33,True,True,5.1,84.66
ORD209442,CUST108393,2024-06-11,Chennai,1,Hair Care,502.78,False,False,2.1,54.54
ORD209443,CUST108393,2024-07-21,Chennai,1,Body Care,579.52,False,False,3.7,70.33
ORD209444,CUST108393,2024-06-13,Chennai,1,Sunscreen,618.64,False,False,4.4,80.8
ORD209445,CUST108393,2025-03-10,Chennai,1,Face Care,866.23,False,False,2.5,55.97
ORD209447,CUST108224,2024-06-07,Bangalore,1,Body Care,898.97,True,True,2.8,64.12
ORD209448,CUST108224,2024-07-16,Bangalore,1,Hair Care,344.09,True,True,1.0,39.88
ORD209449,CUST108224,2024-07-07,Bangalore,1,Body Care,670.01,False,False,1.9,49.36
ORD209450,CUST108224,2024-07-31,Bangalore,1,Body Care,624.14,False,False,1.6,54.74
ORD209451,CUST108224,2025-02-01,Bangalore,1,Body Care,874.67,True,False,1.4,51.1
ORD209453,CUST108417,2024-06-11,Vijayawada,2,Sunscreen,371.71,True,False,3.2,66.07
ORD209454,CUST108417,2024-07-07,Vijayawada,2,Face Care,827.7,False,False,2.6,50.48
ORD209455,CUST108417,2024-12-24,Vijayawada,2,Face Care,349.24,False,False,3.1,70.72
ORD209456,CUST108417,2024-09-29,Vijayawada,2,Hair Care,651.76,False,False,3.3,62.59
ORD209457,CUST108417,2024-06-27,Vijayawada,2,Body Care,684.95,True,False,5.0,73.56
ORD209458,CUST108417,2025-04-09,Vijayawada,2,Body Care,445.02,True,False,5.3,76.81
ORD209459,CUST100248,2024-06-10,Pune,1,Face Care,1123.83,False,False,2.6,63.01
ORD209460,CUST100248,2024-06-16,Pune,1,Face Care,1229.28,False,False,4.3,68.83
ORD209461,CUST100248,2024-09-20,Pune,1,Body Care,885.94,False,False,2.4,53.75
ORD209462,CUST100248,2024-07-26,Pune,1,Face Care,852.9,True,False,1.3,50.91
ORD209463,CUST100248,2024-06-17,Pune,1,Body Care,545.79,False,False,3.2,66.95
ORD209464,CUST100248,2024-11-11,Pune,1,Face Care,1138.83,False,False,3.4,57.4
ORD209465,CUST100248,2025-03-13,Pune,1,Hair Care,572.52,True,False,1.0,43.63
ORD209467,CUST128228,2024-06-08,Jodhpur,3,Combo/Kit,1234.16,True,True,9.0,113.03
ORD209468,CUST128228,2024-09-12,Jodhpur,3,Body Care,366.84,True,False,5.7,83.39
ORD209469,CUST128228,2024-07-30,Jodhpur,3,Face Care,226.85,True,True,7.9,99.55
ORD209471,CUST139642,2024-06-11,Mumbai,1,Face Care,646.05,True,False,2.3,52.3
ORD209472,CUST139642,2024-06-13,Mumbai,1,Face Care,840.92,True,True,1.0,49.25
ORD209473,CUST139642,2024-09-23,Mumbai,1,Hair Care,868.18,True,False,2.4,63.45
ORD209474,CUST139642,2024-09-30,Mumbai,1,Face Care,427.77,True,False,1.0,46.56
ORD209475,CUST139642,2025-07-13,Mumbai,1,Hair Care,291.85,False,False,2.0,55.01
ORD209477,CUST109108,2024-06-10,Pune,1,Face Care,785.16,True,False,1.0,43.39
ORD209478,CUST109108,2024-07-21,Pune,1,Combo/Kit,1138.97,False,False,2.6,59.96
ORD209479,CUST109108,2024-07-28,Pune,1,Hair Care,709.92,True,False,1.2,45.14
ORD209480,CUST109108,2024-07-18,Pune,1,Combo/Kit,1211.3,False,False,3.3,69.13
ORD209481,CUST109108,2025-11-14,Pune,1,Face Care,1005.37,False,False,2.4,63.45
ORD209483,CUST109620,2024-06-11,Patna,2,Face Care,414.78,False,False,4.2,72.45
ORD209484,CUST109620,2024-11-08,Patna,2,Face Care,739.7,False,False,6.2,87.87
ORD209485,CUST109620,2024-07-30,Patna,2,Combo/Kit,1070.49,True,True,4.9,78.64
ORD209486,CUST135449,2024-06-09,Siliguri,3,Sunscreen,295.53,True,False,6.1,83.29
ORD209487,CUST135449,2024-10-06,Siliguri,3,Face Care,865.54,True,True,7.5,107.07
ORD209488,CUST135449,2024-06-08,Siliguri,3,Face Care,789.82,True,False,6.1,85.38
ORD209489,CUST135449,2024-08-10,Siliguri,3,Combo/Kit,510.39,True,False,5.3,82.07
ORD209490,CUST135449,2025-04-04,Siliguri,3,Body Care,410.36,True,False,5.2,89.07
ORD209491,CUST135449,2024-10-28,Siliguri,3,Combo/Kit,1342.02,True,False,7.3,91.82
ORD209493,CUST130362,2024-06-08,Na gpur,2,Face Care,824.74,True,False,3.3,65.68
ORD209494,CUST130362,2024-12-02,NAGPUR,2,Hair Care,407.43,True,False,4.5,77.06
ORD209495,CUST130362,2025-06-11,Nagpur,2,Combo/Kit,1238.86,True,False,4.3,81.67
ORD209496,CUST130362,2024-11-23,Nagpur,2,Combo/Kit,729.32,False,False,3.6,64.16
ORD209497,CUST130362,2025-05-10,Nagpur,2,Sunscreen,512.61,True,False,4.5,69.84
ORD209498,CUST130362,2024-06-16,Nagpur,2,Combo/Kit,1034.02,True,False,5.8,81.68
ORD209500,CUST122390,2024-06-08,Bhopal,2,Hair Care,342.91,False,True,3.6,68.15
ORD209501,CUST122390,2024-06-25,Bhopal,2,Face Care,537.94,True,True,,70.3
ORD209502,CUST122390,2024-09-30,Bhopal,2,Body Care,371.87,True,False,5.7,86.64
ORD209503,CUST122390,2024-08-11,Bhopal,2,Sunscreen,393.44,True,False,4.3,81.42
ORD209504,CUST122390,2024-10-29,Bhopal,2,Combo/Kit,433.56,True,False,3.6,68.03
ORD209506,CUST128232,2024-06-08,Indore,2,Sunscreen,449.73,False,False,2.0,64.88
ORD209507,CUST128232,2024-06-16,Indore,2,Face Care,679.8,False,False,5.1,82.02
ORD209508,CUST128232,2024-09-02,Indore,2,Sunscreen,527.35,False,False,3.6,70.43
ORD209509,CUST128232,2025-04-28,Indore,2,Hair Care,491.82,False,False,2.6,58.74
ORD209510,CUST128232,2025-10-28,Indore,2,Combo/Kit,1035.76,True,False,4.9,80.5
ORD209511,CUST128232,2025-12-10,Indore,2,Body Care,262.25,False,True,4.5,73.88
ORD209513,CUST114186,2024-06-11,Ranchi,3,Face Care,802.92,False,True,7.4,103.37
ORD209514,CUST114186,2024-06-16,Ranchi,3,Combo/Kit,799.04,True,True,7.5,100.12
ORD209515,CUST114186,2025-02-01,Ranchi,3,Body Care,392.72,True,True,6.7,94.71
ORD209516,CUST113495,2024-06-11,Visakhapatnam,2,Hair Care,385.16,False,False,4.3,75.31
ORD209517,CUST113495,2024-07-22,Visakhapatnam,2,Face Care,558.42,False,False,4.5,81.85
ORD209518,CUST113495,2024-11-13,Visakhapatnam,2,Face Care,408.09,True,True,3.6,73.9
ORD209519,CUST113495,2024-10-16,Visakhapatnam,2,Body Care,366.03,False,True,2.4,55.02
ORD209521,CUST113930,2024-06-09,Dehradun,3,Face Care,436.79,False,False,5.7,96.44
ORD209522,CUST113930,2024-07-08,Dehradun,3,Body Care,277.06,True,True,5.2,73.64
ORD209523,CUST113930,2024-07-08,Dehradun,3,Sunscreen,417.85,True,False,5.8,88.69
ORD209524,CUST113930,2025-01-03,Dehradun,3,Combo/Kit,1710.48,True,False,5.3,84.61
ORD209526,CUST111003,2024-06-10,Bangalore,1,Sunscreen,281.29,False,False,3.1,63.86
ORD209527,CUST111003,2024-08-21,Bangalore,1,Face Care,524.85,False,False,2.6,59.85
ORD209528,CUST111003,2024-07-05,Bangalore,1,Combo/Kit,1457.47,True,True,2.1,51.63
ORD209529,CUST111003,2024-08-29,Bangalore,1,Face Care,878.08,False,False,1.4,44.99
ORD209530,CUST103057,2024-06-09,Vijayawada,2,Face Care,820.37,True,False,4.8,78.61
ORD209531,CUST103057,2024-07-29,Vijayawada,2,Body Care,406.78,True,False,4.2,68.1
ORD209532,CUST103057,2024-12-31,Vijayawada,2,Hair Care,273.98,True,False,5.0,83.44
ORD209533,CUST103057,2025-08-08,Vijayawada,2,Combo/Kit,1515.62,True,True,4.0,68.84
ORD209534,CUST103057,2025-04-27,Vijayawada,2,Body Care,774.88,True,False,3.8,73.3
ORD209535,CUST103057,2025-02-19,vijayawada,2,Hair Care,591.49,True,False,2.8,67.63
ORD209537,CUST136606,2024-06-11,Bhopal,2,Combo/Kit,948.59,True,True,3.8,69.6
ORD209538,CUST136606,2024-09-29,Bhopal,2,Face Care,525.53,False,True,3.3,66.15
ORD209539,CUST136606,2024-06-20,Bhopal,2,Face Care,714.84,True,True,4.6,80.97
ORD209540,CUST136606,2025-06-04,Bhopal,2,Face Care,503.01,True,True,3.2,58.56
ORD209541,CUST136606,2024-10-24,Bhopa l,2,Face Care,740.69,True,False,3.8,72.75
ORD209543,CUST130703,2024-06-12,Gwalior,3,Face Care,534.17,True,True,5.1,82.32
ORD209544,CUST130703,2024-06-28,Gwalior,3,Hair Care,519.43,True,True,8.5,122.49
ORD209545,CUST130703,2024-08-07,Gwalior,3,Face Care,616.34,True,True,7.2,108.87
ORD209546,CUST130703,2024-11-30,Gwalior,3,Hair Care,510.56,True,False,8.1,111.75
ORD209548,CUST137079,2024-06-10,Indore,2,Face Care,1923.74,True,True,4.0,73.18
ORD209549,CUST137079,2024-12-03,Indore,2,Face Care,633.21,True,True,3.7,64.99
ORD209550,CUST137079,2024-10-16,Indore,2,Face Care,994.58,False,False,2.5,56.29
ORD209552,CUST112635,2024-06-08,Chennai,1,Body Care,359.84,False,False,3.8,67.39
ORD209553,CUST112635,2024-10-22,Chennai,1,Sunscreen,586.16,True,False,2.1,49.27
ORD209554,CUST112635,2024-08-24,Chennai,1,Body Care,784.13,False,False,4.1,66.34
ORD209555,CUST114058,2024-06-10,Guwahati,3,Face Care,613.53,True,True,5.8,91.31
ORD209556,CUST114058,2024-07-24,Guwahati,3,Body Care,457.07,True,False,5.1,68.0
ORD209557,CUST114058,2024-09-29,Guwahati,3,Combo/Kit,1046.69,False,False,4.0,67.08
ORD209558,CUST114058,2025-05-26,Guwahati,3,Sunscreen,417.23,False,True,6.5,90.48
ORD209560,CUST132251,2024-06-12,Vijayawada,2,Hair Care,546.34,False,False,3.2,67.1
ORD209561,CUST132251,2024-10-09,Vijayawada,2,Body Care,631.63,True,False,6.6,96.41
ORD209562,CUST112028,2024-06-11,Delhi,1,Body Care,405.76,True,False,1.2,48.62
ORD209563,CUST112028,2024-07-25,Delhi,1,Face Care,340.04,False,False,2.7,49.6
ORD209564,CUST112028,2024-06-14,Delhi,1,Face Care,562.51,False,False,1.4,53.12
ORD209565,CUST112028,2025-06-04,Delhi,1,Combo/Kit,2531.95,True,False,1.0,31.99
ORD209566,CUST112028,2025-12-28,Delhi,1,Hair Care,494.17,False,False,2.6,71.31
ORD209567,CUST112028,2024-10-13,Delhi,1,Hair Care,802.72,True,False,1.0,36.41
ORD209568,CUST112028,2025-12-09,Delhi,1,Sunscreen,387.78,False,False,4.6,73.26
ORD209569,CUST112028,2024-08-21,Delhi,1,Body Care,597.3,True,False,2.4,62.0
ORD209570,CUST112028,2025-10-27,Delhi,1,Combo/Kit,999.67,False,False,2.0,52.38
ORD209572,CUST135790,2024-06-09,Mumbai,1,Combo/Kit,1131.15,True,False,1.0,45.48
ORD209573,CUST135790,2024-06-12,Mumbai,1,Combo/Kit,562.46,False,True,2.3,56.1
ORD209574,CUST135790,2024-07-02,Mumbai,1,Sunscreen,368.75,True,True,1.1,47.8
ORD209575,CUST135790,2024-11-26,Mumbai,1,Face Care,871.22,True,False,3.1,68.1
ORD209576,CUST135790,2024-12-21,Mumbai,1,Face Care,677.82,False,False,3.9,70.1
ORD209577,CUST135790,2024-10-08,Mumbai,1,Combo/Kit,877.72,False,False,1.3,44.99
ORD209579,CUST116864,2024-06-11,Indore,2,Face Care,649.05,True,True,5.7,83.09
ORD209580,CUST116864,2024-08-21,Indore,2,Sunscreen,344.91,True,False,2.6,58.2
ORD209581,CUST116864,2024-08-23,Indore,2,Face Care,622.73,True,True,4.6,76.95
ORD209582,CUST116864,2025-01-11,Indore,2,Body Care,404.32,False,True,4.4,78.47
ORD209584,CUST132328,2024-06-12,Kochi,2,Combo/Kit,1437.6,True,True,5.1,82.83
