customer_id,city,city_tier,signup_date,acquisition_channel
CUST106576,Chennai,1,2024-11-27,Meta Ads
CUST121947,Chennai,1,2024-11-27,Organic/SEO
CUST110790,Jaipur,2,2024-11-28,Meta Ads
CUST102927,Jodhpur,3,2024-11-28,Organic/SEO
CUST133578,Coimbatore,2,2024-11-28,Google Ads
CUST135730,Ahmedabad,1,2024-11-28,Organic/SEO
CUST114512,Guwahati,3,2024-11-28,Influencer
CUST109014,Pune,1,2024-11-28,Google Ads
CUST137981,Guwahati,3,2024-11-28,Influencer
CUST109794,Delhi,1,2024-11-28,Meta Ads
CUST111679,Bhopal,2,2024-11-28,Meta Ads
CUST117383,Ludhiana,2,2024-11-28,Organic/SEO
CUST125589,Delhi,1,2024-11-28,Meta Ads
CUST110218,Ahmedabad,1,2024-11-28,Google Ads
CUST113917,Ludhiana,2,2024-11-28,Organic/SEO
CUST136614,Ahmedabad,1,2024-11-28,Meta Ads
CUST124002,Chennai,1,2024-11-28,Meta Ads
CUST131461,Ludhiana,2,2024-11-28,Google Ads
CUST116152,Mumbai,1,2024-11-28,Referral
CUST108428,Kolkata,1,2024-11-28,Meta Ads
CUST104231,Indore,2,2024-11-28,Referral
CUST108437,Kolkata,1,2024-11-28,Google Ads
CUST105557,Visakhapatnam,2,2024-11-28,Influencer
CUST123846,Ahmedabad,1,2024-11-28,Meta Ads
CUST125484,Mumbai,1,2024-11-28,Meta Ads
CUST129079,Kochi,2,2024-11-28,Meta Ads
CUST121126,Delhi,1,2024-11-28,Organic/SEO
CUST131755,Ahmedabad,1,2024-11-28,Meta Ads
CUST103060,Jaipur,2,2024-11-28,Google Ads
CUST101435,Lucknow,2,2024-11-28,Meta Ads
CUST101107,Mumbai,1,2024-11-28,Organic/SEO
CUST104848,Chennai,1,2024-11-28,Meta Ads
CUST136396,Surat,2,2024-11-28,Google Ads
CUST113668,Indore,2,2024-11-28,Influencer
CUST117655,Mumbai,1,2024-11-28,Google Ads
CUST137533,Coimbatore,2,2024-11-28,Organic/SEO
CUST136936,Pune,1,2024-11-28,Organic/SEO
CUST105604,Bhopal,2,2024-11-28,Meta Ads
CUST140452,Pune,1,2024-11-28,Meta Ads
CUST115026,Bhopal,2,2024-11-28,Organic/SEO
CUST140684,Coimbatore,2,2024-11-28,Meta Ads
CUST116224,Hyderabad,1,2024-11-28,Google Ads
CUST111178,Delhi,1,2024-11-28,Meta Ads
CUST100884,Guwahati,3,2024-11-28,Referral
CUST123254,Kolkata,1,2024-11-28,Meta Ads
CUST111632,Mumbai,1,2024-11-28,Google Ads
CUST139585,Kochi,2,2024-11-28,Organic/SEO
CUST119927,Mumbai,1,2024-11-28,Meta Ads
CUST136937,Hyderabad,1,2024-11-28,Influencer
CUST125433,Hyderabad,1,2024-11-28,Influencer
CUST136791,Ahmedabad,1,2024-11-28,Meta Ads
CUST127843,Amritsar,3,2024-11-29,Organic/SEO
CUST110382,Indore,2,2024-11-29,Influencer
CUST108929,Coimbatore,2,2024-11-29,Organic/SEO
CUST100583,Dehradun,3,2024-11-29,Meta Ads
CUST115644,Mumbai,1,2024-11-29,Meta Ads
CUST102382,Jaipur,2,2024-11-29,Meta Ads
CUST110304,Chennai,1,2024-11-29,Influencer
CUST113620,Siliguri,3,2024-11-29,Influencer
CUST107980,Indore,2,2024-11-29,Google Ads
CUST124094,Mumbai,1,2024-11-29,Meta Ads
CUST117333,Hyderabad,1,2024-11-29,Influencer
CUST104304,Mumbai,1,2024-11-29,Google Ads
CUST119778,Hyderabad,1,2024-11-29,Organic/SEO
CUST112835,Kolkata,1,2024-11-29,Meta Ads
CUST137725,Ludhiana,2,2024-11-29,Meta Ads
CUST116042,Chennai,1,2024-11-29,Meta Ads
CUST101071,Ahmedabad,1,2024-11-29,Google Ads
CUST102781,Visakhapatnam,2,2024-11-29,Meta Ads
CUST105705,Pune,1,2024-11-29,Google Ads
CUST137904,Raipur,3,2024-11-29,Influencer
CUST128829,Guwahati,3,2024-11-29,Referral
CUST140046,Madurai,3,2024-11-29,Influencer
CUST100379,Bangalore,1,2024-11-29,Meta Ads
CUST117048,Jaipur,2,2024-11-29,Influencer
CUST109590,Hyderabad,1,2024-11-29,Referral
CUST134245,Guwahati,3,2024-11-29,Influencer
CUST109387,Ahmedabad,1,2024-11-29,Meta Ads
CUST109396,Dehradun,3,2024-11-29,Meta Ads
CUST128706,Mumbai,1,2024-11-29,Meta Ads
CUST116508,Surat,2,2024-11-29,Influencer
CUST141752,Mumbai,1,2024-11-29,Meta Ads
CUST132638,Indore,2,2024-11-29,Meta Ads
CUST123505,Gwalior,3,2024-11-29,Google Ads
CUST100319,Bangalore,1,2024-11-29,Meta Ads
CUST128150,Nagpur,2,2024-11-29,Referral
CUST115689,Coimbatore,2,2024-11-29,Meta Ads
CUST104327,Jabalpur,3,2024-11-29,Referral
CUST130121,Delhi,1,2024-11-29,Meta Ads
CUST136482,Patna,2,2024-11-29,Referral
CUST132738,Bangalore,1,2024-11-29,Google Ads
CUST104105,Ludhiana,2,2024-11-29,Influencer
CUST118090,Mumbai,1,2024-11-29,Organic/SEO
CUST140467,Delhi,1,2024-11-29,Organic/SEO
CUST102911,Surat,2,2024-11-29,Meta Ads
CUST111368,Jodhpur,3,2024-11-29,Influencer
CUST102078,Amritsar,3,2024-11-30,Meta Ads
CUST106268,Hyderabad,1,2024-11-30,Meta Ads
CUST110603,Pune,1,2024-11-30,Meta Ads
CUST103747,Ahmedabad,1,2024-11-30,Influencer
CUST116640,Vadodara,2,2024-11-30,Google Ads
CUST118854,Jaipur,2,2024-11-30,Google Ads
CUST123492,Pune,1,2024-11-30,Meta Ads
CUST139639,Mumbai,1,2024-11-30,Google Ads
CUST114879,Guwahati,3,2024-11-30,Organic/SEO
CUST129823,Guwahati,3,2024-11-30,Google Ads
CUST134601,Surat,2,2024-11-30,Meta Ads
CUST117486,Ludhiana,2,2024-11-30,Google Ads
CUST134031,Chennai,1,2024-11-30,Google Ads
CUST131375,Chennai,1,2024-11-30,Meta Ads
CUST139922,Bhopal,2,2024-11-30,Influencer
CUST124037,Delhi,1,2024-11-30,Google Ads
CUST136249,Surat,2,2024-11-30,Organic/SEO
CUST137928,Vadodara,2,2024-11-30,Meta Ads
CUST126098,Chennai,1,2024-11-30,Meta Ads
CUST136157,Kolkata,1,2024-11-30,Google Ads
CUST120459,Lucknow,2,2024-11-30,Influencer
CUST137557,Ranchi,3,2024-11-30,Influencer
CUST128899,Kolkata,1,2024-11-30,Meta Ads
CUST108120,Chandigarh,2,2024-11-30,Organic/SEO
CUST127327,Bhopal,2,2024-11-30,Google Ads
CUST101880,Chennai,1,2024-11-30,Influencer
CUST120880,Kolkata,1,2024-11-30,Referral
CUST113083,Ahmedabad,1,2024-11-30,Influencer
CUST124733,Chennai,1,2024-11-30,Influencer
CUST134831,Coimbatore,2,2024-11-30,Meta Ads
CUST140034,Chennai,1,2024-11-30,Meta Ads
CUST138377,Bangalore,1,2024-11-30,Meta Ads
CUST101905,Chandigarh,2,2024-11-30,Google Ads
CUST105095,Amritsar,3,2024-11-30,Google Ads
CUST102017,Kochi,2,2024-11-30,Google Ads
CUST107753,Nagpur,2,2024-11-30,Organic/SEO
CUST137846,Bhopal,2,2024-11-30,Google Ads
CUST122447,Ludhiana,2,2024-11-30,Google Ads
CUST101524,Bangalore,1,2024-11-30,Meta Ads
CUST140489,Chennai,1,2024-11-30,Google Ads
CUST132104,Bangalore,1,2024-11-30,Meta Ads
CUST139017,Siliguri,3,2024-11-30,Referral
CUST135484,Pune,1,2024-11-30,Meta Ads
CUST117145,Madurai,3,2024-11-30,Meta Ads
CUST131928,Kolkata,1,2024-11-30,Google Ads
CUST104970,Bangalore,1,2024-11-30,Meta Ads
CUST119599,Indore,2,2024-11-30,Google Ads
CUST122146,Ahmedabad,1,2024-11-30,Google Ads
CUST115751,Delhi,1,2024-11-30,Meta Ads
CUST119435,Patna,2,2024-11-30,Meta Ads
CUST110043,Nagpur,2,2024-12-01,Google Ads
CUST106191,Indore,2,2024-12-01,Meta Ads
CUST110339,Delhi,1,2024-12-01,Meta Ads
CUST114264,Bangalore,1,2024-12-01,Influencer
CUST106155,Madurai,3,2024-12-01,Google Ads
CUST106015,Bhopal,2,2024-12-01,Meta Ads
CUST134051,Hyderabad,1,2024-12-01,Referral
CUST130614,Hyderabad,1,2024-12-01,Organic/SEO
CUST115483,Chennai,1,2024-12-01,Referral
CUST138555,Mumbai,1,2024-12-01,Referral
CUST125362,Lucknow,2,2024-12-01,Organic/SEO
CUST124895,Mumbai,1,2024-12-01,Influencer
CUST136731,Mumbai,1,2024-12-01,Google Ads
CUST135013,Vadodara,2,2024-12-01,Meta Ads
CUST128927,Bangalore,1,2024-12-01,Influencer
CUST128438,Pune,1,2024-12-01,Google Ads
CUST116266,Ludhiana,2,2024-12-01,Organic/SEO
CUST139065,Coimbatore,2,2024-12-01,Meta Ads
CUST108110,Bangalore,1,2024-12-01,Google Ads
CUST132921,Jaipur,2,2024-12-01,Google Ads
CUST106990,Chennai,1,2024-12-01,Influencer
CUST131783,Ludhiana,2,2024-12-01,Google Ads
CUST120096,Surat,2,2024-12-01,Meta Ads
CUST136360,Kochi,2,2024-12-01,Meta Ads
CUST101088,Bangalore,1,2024-12-01,Referral
CUST126242,Vadodara,2,2024-12-01,Influencer
CUST112037,Jaipur,2,2024-12-01,Google Ads
CUST135258,Amritsar,3,2024-12-01,Meta Ads
CUST124805,Ahmedabad,1,2024-12-01,Google Ads
CUST133929,Mumbai,1,2024-12-01,Google Ads
CUST121605,Vijayawada,2,2024-12-01,Meta Ads
CUST135427,Delhi,1,2024-12-01,Organic/SEO
CUST132883,Coimbatore,2,2024-12-01,Influencer
CUST117456,Delhi,1,2024-12-01,Meta Ads
CUST137098,Dehradun,3,2024-12-01,Google Ads
CUST120564,Madurai,3,2024-12-01,Meta Ads
CUST119605,Kochi,2,2024-12-01,Google Ads
CUST128566,Kolkata,1,2024-12-01,Google Ads
CUST141105,Jabalpur,3,2024-12-01,Meta Ads
CUST103023,Chennai,1,2024-12-01,Influencer
CUST111526,Chennai,1,2024-12-01,Influencer
CUST113526,Madurai,3,2024-12-01,Influencer
CUST118822,Vadodara,2,2024-12-01,Google Ads
CUST118358,Pune,1,2024-12-01,Meta Ads
CUST121789,Mumbai,1,2024-12-01,Organic/SEO
CUST120432,Nagpur,2,2024-12-01,Influencer
CUST104270,Amritsar,3,2024-12-01,Influencer
CUST120278,Hyderabad,1,2024-12-01,Meta Ads
CUST116058,Ahmedabad,1,2024-12-01,Google Ads
CUST120785,Mumbai,1,2024-12-01,Organic/SEO
CUST140548,Coimbatore,2,2024-12-01,Referral
CUST124056,Pune,1,2024-12-01,Meta Ads
CUST112693,Bangalore,1,2024-12-01,Meta Ads
CUST121519,Chennai,1,2024-12-01,Meta Ads
CUST124126,Surat,2,2024-12-01,Influencer
CUST119087,Coimbatore,2,2024-12-02,Google Ads
CUST126736,Ahmedabad,1,2024-12-02,Google Ads
CUST123641,Surat,2,2024-12-02,Meta Ads
CUST116716,Mumbai,1,2024-12-02,Influencer
CUST126719,Hyderabad,1,2024-12-02,Google Ads
CUST104294,Chennai,1,2024-12-02,Influencer
CUST118952,Chennai,1,2024-12-02,Meta Ads
CUST131832,Bhopal,2,2024-12-02,Meta Ads
CUST131202,Nagpur,2,2024-12-02,Influencer
CUST114877,Chandigarh,2,2024-12-02,Influencer
CUST118638,Indore,2,2024-12-02,Influencer
CUST108022,Hyderabad,1,2024-12-02,Meta Ads
CUST109957,Surat,2,2024-12-02,Influencer
CUST114154,Jodhpur,3,2024-12-02,Meta Ads
CUST117795,Kolkata,1,2024-12-02,Organic/SEO
CUST118734,Kolkata,1,2024-12-02,Google Ads
CUST117238,Kolkata,1,2024-12-02,Meta Ads
CUST124528,Bhopal,2,2024-12-02,Influencer
CUST116658,Vadodara,2,2024-12-02,Google Ads
CUST104777,Siliguri,3,2024-12-02,Influencer
CUST104126,Chennai,1,2024-12-02,Meta Ads
CUST114644,Jaipur,2,2024-12-02,Google Ads
CUST138910,Kochi,2,2024-12-02,Meta Ads
CUST117224,Siliguri,3,2024-12-02,Referral
CUST115580,Delhi,1,2024-12-02,Organic/SEO
CUST101220,Ahmedabad,1,2024-12-02,Organic/SEO
CUST116411,Ahmedabad,1,2024-12-02,Organic/SEO
CUST122416,Ahmedabad,1,2024-12-02,Google Ads
CUST125436,Bangalore,1,2024-12-02,Meta Ads
CUST106398,Kolkata,1,2024-12-02,Meta Ads
CUST133863,Bangalore,1,2024-12-02,Meta Ads
CUST103347,Lucknow,2,2024-12-02,Meta Ads
CUST125720,Ahmedabad,1,2024-12-02,Google Ads
CUST101411,Patna,2,2024-12-02,Meta Ads
CUST131510,Ahmedabad,1,2024-12-02,Google Ads
CUST128848,Coimbatore,2,2024-12-02,Influencer
CUST130576,Nagpur,2,2024-12-02,Meta Ads
CUST141864,Bangalore,1,2024-12-02,Google Ads
CUST111484,Chandigarh,2,2024-12-02,Referral
CUST125167,Mumbai,1,2024-12-02,Meta Ads
CUST109278,Ranchi,3,2024-12-02,Meta Ads
CUST130679,Ludhiana,2,2024-12-02,Meta Ads
CUST118192,Chennai,1,2024-12-02,Meta Ads
CUST141156,Mumbai,1,2024-12-02,Meta Ads
CUST110504,Vijayawada,2,2024-12-02,Organic/SEO
CUST103437,Kolkata,1,2024-12-02,Meta Ads
CUST125983,Ahmedabad,1,2024-12-02,Meta Ads
CUST105415,Mumbai,1,2024-12-02,Google Ads
CUST139810,Bhopal,2,2024-12-02,Meta Ads
CUST102630,Kolkata,1,2024-12-02,Google Ads
CUST111864,Ahmedabad,1,2024-12-02,Meta Ads
CUST117441,Mumbai,1,2024-12-02,Influencer
CUST123551,Pune,1,2024-12-02,Influencer
CUST111821,Bangalore,1,2024-12-02,Meta Ads
CUST109711,Kolkata,1,2024-12-02,Meta Ads
CUST110084,Kochi,2,2024-12-02,Organic/SEO
CUST131401,Pune,1,2024-12-02,Organic/SEO
CUST138731,Delhi,1,2024-12-02,Meta Ads
CUST105905,Mumbai,1,2024-12-02,Organic/SEO
CUST131047,Amritsar,3,2024-12-03,Meta Ads
CUST132090,Patna,2,2024-12-03,Organic/SEO
CUST104293,Mumbai,1,2024-12-03,Meta Ads
CUST115460,Mumbai,1,2024-12-03,Google Ads
CUST136317,Pune,1,2024-12-03,Meta Ads
CUST106258,Coimbatore,2,2024-12-03,Organic/SEO
CUST138378,Kolkata,1,2024-12-03,Influencer
CUST122771,Kolkata,1,2024-12-03,Meta Ads
CUST112873,Kolkata,1,2024-12-03,Google Ads
CUST139120,Kochi,2,2024-12-03,Google Ads
CUST135023,Jabalpur,3,2024-12-03,Meta Ads
CUST136840,Hyderabad,1,2024-12-03,Meta Ads
CUST120601,Kolkata,1,2024-12-03,Google Ads
CUST132259,Jaipur,2,2024-12-03,Meta Ads
CUST102449,Kolkata,1,2024-12-03,Meta Ads
CUST115633,Bhopal,2,2024-12-03,Google Ads
CUST127494,Chennai,1,2024-12-03,Organic/SEO
CUST137349,Kolkata,1,2024-12-03,Meta Ads
CUST110450,Coimbatore,2,2024-12-03,Meta Ads
CUST100174,Ahmedabad,1,2024-12-03,Influencer
CUST104318,Ahmedabad,1,2024-12-03,Meta Ads
CUST121532,Hyderabad,1,2024-12-03,Meta Ads
CUST125800,Kolkata,1,2024-12-03,Meta Ads
CUST101815,Mumbai,1,2024-12-03,Meta Ads
CUST116513,Jabalpur,3,2024-12-03,Influencer
CUST110411,Kolkata,1,2024-12-03,Influencer
CUST128971,Kolkata,1,2024-12-03,Organic/SEO
CUST138576,Ahmedabad,1,2024-12-03,Google Ads
CUST128967,Indore,2,2024-12-03,Influencer
CUST138712,Patna,2,2024-12-03,Google Ads
CUST123399,Chandigarh,2,2024-12-03,Meta Ads
CUST128078,Nagpur,2,2024-12-03,Google Ads
CUST108260,Jaipur,2,2024-12-03,Meta Ads
CUST108838,Chennai,1,2024-12-03,Meta Ads
CUST133847,Visakhapatnam,2,2024-12-03,Referral
CUST119903,Pune,1,2024-12-03,Meta Ads
CUST129515,Ranchi,3,2024-12-03,Meta Ads
CUST108095,Hyderabad,1,2024-12-03,Google Ads
CUST141688,Indore,2,2024-12-03,Meta Ads
CUST107229,Delhi,1,2024-12-03,Organic/SEO
CUST130665,Chandigarh,2,2024-12-03,Google Ads
CUST109431,Kochi,2,2024-12-03,Organic/SEO
CUST134980,Delhi,1,2024-12-03,Meta Ads
CUST111302,Patna,2,2024-12-03,Meta Ads
CUST105775,Delhi,1,2024-12-03,Organic/SEO
CUST122516,Vadodara,2,2024-12-03,Meta Ads
CUST140715,Amritsar,3,2024-12-03,Google Ads
CUST115949,Jaipur,2,2024-12-03,Google Ads
CUST126112,Hyderabad,1,2024-12-03,Google Ads
CUST128952,Jaipur,2,2024-12-03,Meta Ads
CUST119712,Bhopal,2,2024-12-04,Meta Ads
CUST114399,Coimbatore,2,2024-12-04,Influencer
CUST132979,Jaipur,2,2024-12-04,Google Ads
CUST139717,Mumbai,1,2024-12-04,Meta Ads
CUST113923,Delhi,1,2024-12-04,Meta Ads
CUST127233,Jabalpur,3,2024-12-04,Google Ads
CUST112282,Surat,2,2024-12-04,Google Ads
CUST134254,Indore,2,2024-12-04,Google Ads
CUST119460,Ahmedabad,1,2024-12-04,Meta Ads
CUST118177,Hyderabad,1,2024-12-04,Meta Ads
CUST111788,Hyderabad,1,2024-12-04,Google Ads
CUST138214,Surat,2,2024-12-04,Influencer
CUST130686,Bhopal,2,2024-12-04,Meta Ads
CUST124951,Jabalpur,3,2024-12-04,Meta Ads
CUST100963,Bangalore,1,2024-12-04,Meta Ads
CUST103587,Kolkata,1,2024-12-04,Meta Ads
CUST119036,Chennai,1,2024-12-04,Meta Ads
CUST132675,Kolkata,1,2024-12-04,Meta Ads
CUST126326,Bangalore,1,2024-12-04,Google Ads
CUST132550,Bangalore,1,2024-12-04,Google Ads
CUST133423,Chandigarh,2,2024-12-04,Referral
CUST107771,Ludhiana,2,2024-12-04,Meta Ads
CUST122400,Vadodara,2,2024-12-04,Referral
CUST127456,Hyderabad,1,2024-12-04,Influencer
CUST115558,Jodhpur,3,2024-12-04,Organic/SEO
CUST127711,Bhopal,2,2024-12-04,Meta Ads
CUST121538,Pune,1,2024-12-04,Meta Ads
CUST106621,Jodhpur,3,2024-12-04,Organic/SEO
CUST129708,Kolkata,1,2024-12-04,Organic/SEO
CUST131514,Hyderabad,1,2024-12-04,Google Ads
CUST106575,Visakhapatnam,2,2024-12-04,Meta Ads
CUST109780,Lucknow,2,2024-12-04,Organic/SEO
CUST106835,Pune,1,2024-12-04,Meta Ads
CUST134809,Bhopal,2,2024-12-04,Referral
CUST134888,Delhi,1,2024-12-04,Organic/SEO
CUST134700,Coimbatore,2,2024-12-04,Influencer
CUST129552,Jaipur,2,2024-12-04,Organic/SEO
CUST141768,Indore,2,2024-12-04,Meta Ads
CUST128997,Vijayawada,2,2024-12-04,Organic/SEO
CUST131455,Hyderabad,1,2024-12-04,Organic/SEO
CUST128420,Vadodara,2,2024-12-04,Meta Ads
CUST107124,Jodhpur,3,2024-12-04,Organic/SEO
CUST102091,Delhi,1,2024-12-04,Meta Ads
CUST115510,Ahmedabad,1,2024-12-04,Influencer
CUST129332,Kochi,2,2024-12-04,Google Ads
CUST113507,Bangalore,1,2024-12-04,Google Ads
CUST138622,Chandigarh,2,2024-12-04,Meta Ads
CUST137497,Varanasi,3,2024-12-04,Meta Ads
CUST114890,Chennai,1,2024-12-05,Influencer
CUST121321,Gwalior,3,2024-12-05,Referral
CUST122967,Chandigarh,2,2024-12-05,Google Ads
CUST114685,Indore,2,2024-12-05,Referral
CUST104607,Chennai,1,2024-12-05,Meta Ads
CUST106151,Jabalpur,3,2024-12-05,Organic/SEO
CUST140269,Varanasi,3,2024-12-05,Meta Ads
CUST100495,Ludhiana,2,2024-12-05,Google Ads
CUST123845,Coimbatore,2,2024-12-05,Organic/SEO
CUST108889,Ahmedabad,1,2024-12-05,Meta Ads
CUST111158,Ahmedabad,1,2024-12-05,Influencer
CUST138316,Bangalore,1,2024-12-05,Meta Ads
CUST140289,Vadodara,2,2024-12-05,Influencer
CUST136884,Mumbai,1,2024-12-05,Meta Ads
CUST107325,Lucknow,2,2024-12-05,Meta Ads
CUST118684,Chennai,1,2024-12-05,Meta Ads
CUST108319,Delhi,1,2024-12-05,Influencer
CUST129877,Delhi,1,2024-12-05,Google Ads
CUST125765,Delhi,1,2024-12-05,Google Ads
CUST122852,Kolkata,1,2024-12-05,Google Ads
CUST122525,Jaipur,2,2024-12-05,Google Ads
CUST111041,Vijayawada,2,2024-12-05,Meta Ads
CUST123331,Raipur,3,2024-12-05,Meta Ads
CUST118030,Jabalpur,3,2024-12-05,Influencer
CUST139028,Ahmedabad,1,2024-12-05,Meta Ads
CUST127626,Guwahati,3,2024-12-05,Organic/SEO
CUST116319,Vijayawada,2,2024-12-05,Google Ads
CUST112656,Ahmedabad,1,2024-12-05,Influencer
CUST141261,Nagpur,2,2024-12-05,Meta Ads
CUST112464,Bhopal,2,2024-12-05,Influencer
CUST139939,Surat,2,2024-12-05,Meta Ads
CUST120989,Visakhapatnam,2,2024-12-05,Meta Ads
CUST125057,Ludhiana,2,2024-12-05,Google Ads
CUST115849,Bangalore,1,2024-12-05,Meta Ads
CUST127709,Siliguri,3,2024-12-05,Influencer
CUST139800,Nagpur,2,2024-12-05,Google Ads
CUST120984,Mumbai,1,2024-12-06,Influencer
CUST115958,Siliguri,3,2024-12-06,Google Ads
CUST120295,Raipur,3,2024-12-06,Meta Ads
CUST122666,Pune,1,2024-12-06,Meta Ads
CUST139614,Kota,3,2024-12-06,Organic/SEO
CUST129457,Raipur,3,2024-12-06,Meta Ads
CUST111528,Bhopal,2,2024-12-06,Meta Ads
CUST138124,Kolkata,1,2024-12-06,Referral
CUST110476,Raipur,3,2024-12-06,Influencer
CUST130420,Mumbai,1,2024-12-06,Google Ads
CUST113104,Bangalore,1,2024-12-06,Organic/SEO
CUST107064,Pune,1,2024-12-06,Meta Ads
CUST125447,Delhi,1,2024-12-06,Meta Ads
CUST126084,Vijayawada,2,2024-12-06,Influencer
CUST114259,Hyderabad,1,2024-12-06,Meta Ads
CUST125201,Varanasi,3,2024-12-06,Meta Ads
CUST128515,Vadodara,2,2024-12-06,Organic/SEO
CUST108263,Kochi,2,2024-12-06,Meta Ads
CUST114407,Raipur,3,2024-12-06,Referral
CUST116645,Ranchi,3,2024-12-06,Google Ads
CUST120056,Nagpur,2,2024-12-06,Google Ads
CUST138704,Hyderabad,1,2024-12-06,Google Ads
CUST140772,Ahmedabad,1,2024-12-06,Meta Ads
CUST119319,Guwahati,3,2024-12-06,Influencer
CUST108806,Delhi,1,2024-12-06,Meta Ads
CUST134862,Chennai,1,2024-12-06,Organic/SEO
CUST111412,Chennai,1,2024-12-06,Influencer
CUST118867,Chennai,1,2024-12-06,Referral
CUST131209,Bangalore,1,2024-12-06,Meta Ads
CUST132326,Pune,1,2024-12-06,Meta Ads
CUST104645,Kota,3,2024-12-06,Meta Ads
CUST112845,Delhi,1,2024-12-06,Influencer
CUST127879,Visakhapatnam,2,2024-12-06,Meta Ads
CUST130851,Coimbatore,2,2024-12-06,Meta Ads
CUST140620,Delhi,1,2024-12-06,Meta Ads
CUST135202,Hyderabad,1,2024-12-06,Google Ads
CUST131102,Coimbatore,2,2024-12-06,Meta Ads
CUST136509,Kolkata,1,2024-12-06,Meta Ads
CUST107703,Pune,1,2024-12-06,Google Ads
CUST124331,Varanasi,3,2024-12-06,Influencer
CUST122257,Bangalore,1,2024-12-06,Meta Ads
CUST127219,Ahmedabad,1,2024-12-06,Google Ads
CUST135173,Chandigarh,2,2024-12-06,Google Ads
CUST109234,Jodhpur,3,2024-12-06,Referral
CUST136609,Hyderabad,1,2024-12-06,Google Ads
CUST141337,Bhopal,2,2024-12-06,Meta Ads
CUST140484,Ahmedabad,1,2024-12-06,Influencer
CUST117435,Bangalore,1,2024-12-06,Meta Ads
CUST124229,Delhi,1,2024-12-06,Organic/SEO
CUST117243,Ahmedabad,1,2024-12-06,Influencer
CUST117119,Ahmedabad,1,2024-12-06,Meta Ads
CUST109908,Pune,1,2024-12-06,Referral
CUST117979,Mumbai,1,2024-12-06,Meta Ads
CUST136151,Bhopal,2,2024-12-06,Organic/SEO
CUST118402,Nagpur,2,2024-12-06,Influencer
CUST111801,Kota,3,2024-12-07,Referral
CUST141551,Hyderabad,1,2024-12-07,Meta Ads
CUST104435,Raipur,3,2024-12-07,Referral
CUST123101,Bhopal,2,2024-12-07,Meta Ads
CUST110625,Vadodara,2,2024-12-07,Referral
CUST105167,Pune,1,2024-12-07,Meta Ads
CUST117558,Ahmedabad,1,2024-12-07,Meta Ads
CUST135498,Siliguri,3,2024-12-07,Influencer
CUST120064,Chennai,1,2024-12-07,Google Ads
CUST115349,Ludhiana,2,2024-12-07,Influencer
CUST140536,Chandigarh,2,2024-12-07,Organic/SEO
CUST122563,Varanasi,3,2024-12-07,Meta Ads
CUST140163,Chennai,1,2024-12-07,Google Ads
CUST125182,Madurai,3,2024-12-07,Meta Ads
CUST130647,Ludhiana,2,2024-12-07,Referral
CUST121048,Jaipur,2,2024-12-07,Meta Ads
CUST112557,Chennai,1,2024-12-07,Influencer
CUST104866,Chandigarh,2,2024-12-07,Organic/SEO
CUST110904,Jabalpur,3,2024-12-07,Referral
CUST123554,Kolkata,1,2024-12-07,Meta Ads
CUST120648,Coimbatore,2,2024-12-07,Meta Ads
CUST104547,Bhopal,2,2024-12-07,Referral
CUST102522,Delhi,1,2024-12-07,Meta Ads
CUST113774,Vadodara,2,2024-12-07,Google Ads
CUST133851,Hyderabad,1,2024-12-07,Meta Ads
CUST103290,Delhi,1,2024-12-07,Influencer
CUST134938,Bhopal,2,2024-12-07,Meta Ads
CUST113775,Mumbai,1,2024-12-07,Meta Ads
CUST110656,Ahmedabad,1,2024-12-07,Google Ads
CUST132746,Coimbatore,2,2024-12-07,Influencer
CUST128513,Hyderabad,1,2024-12-07,Google Ads
CUST124905,Chennai,1,2024-12-07,Influencer
CUST120402,Ahmedabad,1,2024-12-07,Google Ads
CUST140968,Ahmedabad,1,2024-12-07,Google Ads
CUST113788,Nagpur,2,2024-12-07,Organic/SEO
CUST133774,Bangalore,1,2024-12-07,Google Ads
CUST123557,Bangalore,1,2024-12-07,Meta Ads
CUST136315,Vadodara,2,2024-12-07,Influencer
CUST100010,Pune,1,2024-12-07,Meta Ads
CUST132801,Ahmedabad,1,2024-12-07,Google Ads
CUST128341,Delhi,1,2024-12-07,Google Ads
CUST124771,Jaipur,2,2024-12-07,Influencer
CUST108088,Chennai,1,2024-12-07,Meta Ads
CUST103489,Lucknow,2,2024-12-08,Influencer
CUST110085,Bhopal,2,2024-12-08,Organic/SEO
CUST117724,Raipur,3,2024-12-08,Meta Ads
CUST110928,Hyderabad,1,2024-12-08,Meta Ads
CUST134921,Chennai,1,2024-12-08,Meta Ads
CUST117144,Mumbai,1,2024-12-08,Meta Ads
CUST135576,Chennai,1,2024-12-08,Meta Ads
CUST115913,Chandigarh,2,2024-12-08,Meta Ads
CUST118322,Ludhiana,2,2024-12-08,Google Ads
CUST138798,Delhi,1,2024-12-08,Meta Ads
CUST135267,Pune,1,2024-12-08,Meta Ads
CUST135470,Pune,1,2024-12-08,Influencer
CUST116511,Chennai,1,2024-12-08,Meta Ads
CUST114273,Vadodara,2,2024-12-08,Influencer
CUST104752,Kolkata,1,2024-12-08,Meta Ads
CUST118210,Nagpur,2,2024-12-08,Meta Ads
CUST113794,Visakhapatnam,2,2024-12-08,Google Ads
CUST103832,Kolkata,1,2024-12-08,Referral
CUST115374,Delhi,1,2024-12-08,Meta Ads
